bibliography.congress classifications,bibliography.languages,bibliography.subjects,bibliography.title,bibliography.type,metadata.downloads,metadata.id,metadata.rank,metadata.url,bibliography.author.birth,bibliography.author.death,bibliography.author.name,bibliography.publication.day,bibliography.publication.full,bibliography.publication.month,bibliography.publication.month name,bibliography.publication.year
PR,en,"Fathers and daughters -- Fiction,Psychological fiction,Wessex (England) -- Fiction,Runaway husbands -- Fiction,Atonement -- Fiction,Men -- England -- Fiction,Mayors -- Fiction",The Mayor of Casterbridge,Text,1172,143,290,https://www.gutenberg.org/ebooks/143,1840,1928,"Hardy, Thomas",28,05/28/07,5,May,2007
PR,en,"Shakespeare, William, 1564-1616 -- Tragedies","Shakespearean Tragedy: Lectures on Hamlet, Othello, King Lear, Macbeth",Text,1171,16966,291,https://www.gutenberg.org/ebooks/16966,1851,1935,"Bradley, A. C. (Andrew Cecil)",30,10/30/05,10,October,2005
PS,en,"Poetry,Prose poems",The Waste Land,Text,1169,1321,292,https://www.gutenberg.org/ebooks/1321,1888,1965,"Eliot, T. S. (Thomas Stearns)",1,01/01/22,1,January,1922
PS,en,"Friendship -- Fiction,Married women -- Fiction,Women pioneers -- Fiction,Farmers' spouses -- Fiction,Farm life -- Fiction,Western stories,Women immigrants -- Fiction,Czech Americans -- Fiction,Frontier and pioneer life -- Nebraska -- Fiction,Nebraska -- Fiction,Domestic fiction",My Antonia,Text,1169,242,293,https://www.gutenberg.org/ebooks/242,1873,1947,"Cather, Willa",8,07/08/08,7,July,2008
PL,tl,Tagalog poetry,Florante at Laura,Text,1165,15845,294,https://www.gutenberg.org/ebooks/15845,1788,1862,"Balagtas, Francisco",17,05/17/05,5,May,2005
"B,PA",en,"Philosophy, Ancient;Classical literature;Socrates, 470 BC-399 BC",Apology,Text,1165,1656,295,https://www.gutenberg.org/ebooks/1656,-428,-348,Plato,1,"February, 1999",2,February,1999
PS,en,"New York (N.Y.) -- Fiction;Copyists -- Fiction;Psychological fiction;Young men -- Fiction;Wall Street (New York, N.Y.) -- Fiction","Bartleby, the Scrivener: A Story of Wall-Street",Text,1163,11231,296,https://www.gutenberg.org/ebooks/11231,1819,1891,"Melville, Herman",23,02/23/04,2,February,2004
PR,en,"Pastoral fiction,Wessex (England) -- Fiction,Women farmers -- Fiction,Triangles (Interpersonal relations) -- Fiction,Farm life -- Fiction,Didactic fiction,Love stories",Far from the Madding Crowd,Text,1158,27,297,https://www.gutenberg.org/ebooks/27,1840,1928,"Hardy, Thomas",1,"March, 1992",3,March,1992
DG,en,"Rome -- History -- Empire, 30 B.C.-476 A.D.;Byzantine Empire -- History -- To 527",History of the Decline and Fall of the Roman Empire — Volume 1,Text,1156,731,298,https://www.gutenberg.org/ebooks/731,1737,1794,"Gibbon, Edward",1,"November, 1996",11,November,1996
PG,en,"Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English;Russia -- Social life and customs -- Fiction",The Lady with the Dog and Other Stories,Text,1151,13415,299,https://www.gutenberg.org/ebooks/13415,1860,1904,"Chekhov, Anton Pavlovich",9,09/09/04,9,September,2004
GR,en,"Folklore -- Philippines,Tales -- Philippines",Filipino Popular Tales,Text,1151,8299,300,https://www.gutenberg.org/ebooks/8299,0,0,Unknown,1,"June, 2005",6,June,2005
DS,en,Jews -- Antiquities,Antiquities of the Jews,Text,1148,2848,301,https://www.gutenberg.org/ebooks/2848,37,0,"Josephus, Flavius",1,"October, 2001",10,October,2001
PR,en,"Bombings -- Fiction,Political fiction,Conspiracies -- Fiction,Anarchists -- Fiction,London (England) -- Fiction",The Secret Agent: A Simple Tale,Text,1142,974,302,https://www.gutenberg.org/ebooks/974,1857,1924,"Conrad, Joseph",24,12/24/10,12,December,2010
PS,en,"Fantasy poetry, American",The Raven,Text,1140,17192,303,https://www.gutenberg.org/ebooks/17192,1809,1849,"Poe, Edgar Allan",30,11/30/05,11,November,2005
PA,en,"Classical literature;Trojan War;Achilles (Mythological character);Epic poetry, Greek -- Translations into English",The Iliad,Text,1134,2199,304,https://www.gutenberg.org/ebooks/2199,-750,-650,Homer,1,"June, 2000",6,June,2000
PS,en,"Short stories;United States -- Social life and customs -- 19th century -- Fiction;Humorous stories, American","The Mysterious Stranger, and Other Stories",Text,1133,3186,305,https://www.gutenberg.org/ebooks/3186,1835,1910,"Twain, Mark",19,08/19/06,8,August,2006
,en,,How?: or Spare Hours Made Profitable for Boys and Girls,Text,1131,51315,306,https://www.gutenberg.org/ebooks/51315,0,0,"Holbrook, Kennedy",27,02/27/16,2,February,2016
PR,en,Erotic stories,Laura Middleton; Her Brother and her Lover,Text,1129,28522,307,https://www.gutenberg.org/ebooks/28522,0,0,Anonymous,6,04/06/09,4,April,2009
PR,en,"Criticism;Aesthetics;Poetry;Wordsworth, William, 1770-1850. Lyrical ballads",Biographia Literaria,Text,1129,6081,308,https://www.gutenberg.org/ebooks/6081,1772,1834,"Coleridge, Samuel Taylor",1,"July, 2004",7,July,2004
E300,en,"Women slaves -- United States -- Biography;Slaves -- United States -- Biography;Slaves -- United States -- Social conditions;Jacobs, Harriet A. (Harriet Ann), 1813-1897","Incidents in the Life of a Slave Girl, Written by Herself",Text,1128,11030,309,https://www.gutenberg.org/ebooks/11030,1813,1897,"Jacobs, Harriet A. (Harriet Ann)",11,02/11/04,2,February,2004
PN,en,"Authorship,Journalism","How To Write Special Feature Articles: A Handbook for Reporters, Correspondents and Free-Lance Writers Who Desire to Contribute to Popular Magazines and Magazine Sections of Newspapers",Text,1125,15718,310,https://www.gutenberg.org/ebooks/15718,1873,1935,"Bleyer, Willard Grosvenor",26,04/26/05,4,April,2005
PR,en,"England -- Fiction,Humorous stories,Men -- Societies and clubs -- Fiction,Male friendship -- Fiction",The Pickwick Papers,Text,1121,580,311,https://www.gutenberg.org/ebooks/580,1812,1870,"Dickens, Charles",1,01/01/37,1,January,1837
PS,en,"New York (N.Y.) -- Fiction,Single women -- Fiction,Social classes -- Fiction,Psychological fiction",The House of Mirth,Text,1119,284,312,https://www.gutenberg.org/ebooks/284,1862,1937,"Wharton, Edith",3,04/03/08,4,April,2008
"PZ,PS",en,"Orphans -- Fiction,Boarding schools -- Fiction,Schools -- Fiction,London (England) -- Fiction",A Little Princess: Being the whole story of Sara Crewe now told for the first time,Text,1112,146,313,https://www.gutenberg.org/ebooks/146,1849,1924,"Burnett, Frances Hodgson",19,06/19/08,6,June,2008
,en,,My Lady Greensleeves,Text,1106,51310,314,https://www.gutenberg.org/ebooks/51310,1919,2013,"Pohl, Frederik",27,02/27/16,2,February,2016
,en,,"1000 Mythological Characters Briefly Described: Adapted to Private Schools, High Schools and Academies",Text,1102,42474,315,https://www.gutenberg.org/ebooks/42474,1840,1916,"Ellis, Edward Sylvester",7,04/07/13,4,April,2013
PR,en,"Women -- England -- Fiction,Male friendship -- Fiction,Psychological fiction,Sisters -- Fiction,Midlands (England) -- Fiction,Coal mines and mining -- Fiction,Love stories",Women in Love,Text,1098,4240,316,https://www.gutenberg.org/ebooks/4240,1885,1930,"Lawrence, D. H. (David Herbert)",1,"July, 2003",7,July,2003
PT,en,"Springs -- Drama,Pollution -- Drama,Social conflict -- Drama,Physicians -- Drama,Norwegian drama -- Translations into English",An Enemy of the People,Text,1093,2446,317,https://www.gutenberg.org/ebooks/2446,1828,1906,"Ibsen, Henrik",1,"December, 2000",12,December,2000
BF,en,Palmistry,Palmistry for All,Text,1089,20480,318,https://www.gutenberg.org/ebooks/20480,1866,1936,Cheiro,29,01/29/07,1,January,2007
BT,en,Holy Spirit,The Person and Work of The Holy Spirit,Text,1088,30241,319,https://www.gutenberg.org/ebooks/30241,1856,1928,"Torrey, R. A. (Reuben Archer)",13,10/13/09,10,October,2009
PG,en,"Short stories, Russian -- Translations into English",Best Russian Short Stories,Text,1085,13437,320,https://www.gutenberg.org/ebooks/13437,0,0,Unknown,11,09/11/04,9,September,2004
PT,de,"German poetry;Magicians -- Drama;Legends -- Germany -- Drama;Faust, -approximately 1540 -- Drama",Faust: Der Tragödie erster Teil,Text,1085,2229,321,https://www.gutenberg.org/ebooks/2229,1749,1832,"Goethe, Johann Wolfgang von",1,06/01/00,6,June,2000
PR,en,"Hannay, Richard (Fictitious character) -- Fiction;Intelligence service -- Great Britain -- Fiction;World War, 1914-1918 -- Fiction;Spy stories",The Thirty-Nine Steps,Text,1082,558,322,https://www.gutenberg.org/ebooks/558,1875,1940,"Buchan, John",1,"June, 1996",6,June,1996
PE,en,English language -- Dictionaries,Webster's Unabridged Dictionary,Text,1076,29765,323,https://www.gutenberg.org/ebooks/29765,0,0,Various,22,08/22/09,8,August,2009
QA,en,Fourth dimension,Flatland: A Romance of Many Dimensions (Illustrated),Text,1075,201,324,https://www.gutenberg.org/ebooks/201,1838,1926,"Abbott, Edwin Abbott",10,03/10/08,3,March,2008
PS,en,American essays,What Is Man? and Other Essays,Text,1073,70,325,https://www.gutenberg.org/ebooks/70,1835,1910,"Twain, Mark",1,"June, 1993",6,June,1993
PQ,en,"Picaresque literature,Spain -- Social life and customs -- 16th century -- Fiction,Knights and knighthood -- Spain -- Fiction,Romances","The History of Don Quixote, Volume 1, Complete",Text,1071,5921,326,https://www.gutenberg.org/ebooks/5921,1547,1616,"Cervantes Saavedra, Miguel de",19,07/19/04,7,July,2004
PR,en,"Humorous stories;Valets -- Fiction;Jeeves (Fictitious character) -- Fiction;Wooster, Bertie (Fictitious character) -- Fiction;England -- Fiction;Single men -- Fiction","Right Ho, Jeeves",Text,1068,10554,327,https://www.gutenberg.org/ebooks/10554,1881,1975,"Wodehouse, P. G. (Pelham Grenville)",29,06/29/07,6,June,2007
,en,,Dr. Kometevsky's Day,Text,1066,51353,328,https://www.gutenberg.org/ebooks/51353,1910,1992,"Leiber, Fritz",5,03/05/16,3,March,2016
PS,en,"Short stories, American",The Best American Humorous Short Stories,Text,1064,10947,329,https://www.gutenberg.org/ebooks/10947,0,0,Unknown,5,02/05/04,2,February,2004
PR,en,"Fathers and daughters -- Fiction,Foundlings -- Fiction,Adopted children -- Fiction,England -- Fiction,Domestic fiction,Weavers -- Fiction",Silas Marner,Text,1064,550,330,https://www.gutenberg.org/ebooks/550,1819,1880,"Eliot, George",1,"June, 1996",6,June,1996
PR,en,"Vampires -- Fiction,Horror tales,Gothic fiction (Literary genre)",The Vampyre; a Tale,Text,1060,6087,331,https://www.gutenberg.org/ebooks/6087,1795,1821,"Polidori, John William",1,"July, 2004",7,July,2004
QC,en,Relativity (Physics),Relativity : the Special and General Theory,Text,1053,5001,332,https://www.gutenberg.org/ebooks/5001,1879,1955,"Einstein, Albert",1,"February, 2004",2,February,2004
N,en,Bible -- Illustrations,"The Doré Bible Gallery, Complete: Containing One Hundred Superb Illustrations, and a Page of Explanatory Letter-press Facing Each",Text,1052,8710,333,https://www.gutenberg.org/ebooks/8710,0,0,Unknown,29,07/29/04,7,July,2004
PE,en,Readers,The Literary World Seventh Reader,Text,1047,19721,334,https://www.gutenberg.org/ebooks/19721,0,0,Unknown,5,11/05/06,11,November,2006
PR,en,"Brown, Father (Fictitious character) -- Fiction;Clergy -- Fiction;Detective and mystery stories, English;Catholics -- Fiction;England -- Fiction",The Innocence of Father Brown,Text,1045,204,335,https://www.gutenberg.org/ebooks/204,1874,1936,"Chesterton, G. K. (Gilbert Keith)",6,07/06/08,7,July,2008
,en,,"Electricity in Locomotion: An Account of its Mechanism, its Achievements, and its Prospects",Text,1039,51242,336,https://www.gutenberg.org/ebooks/51242,0,0,"Whyte, Adam Gowens",17,02/17/16,2,February,2016
PR,en,"Irish -- India -- Fiction,Orphans -- Fiction,Lamas -- Fiction,Spy stories,Adventure stories,India -- Fiction,Boys -- Fiction",Kim,Text,1038,2226,337,https://www.gutenberg.org/ebooks/2226,1865,1936,"Kipling, Rudyard",1,"June, 2000",6,June,2000
"PR,PZ",en,"Tales -- Ireland,Fairy tales -- Ireland,Folklore -- Ireland",Irish Fairy Tales,Text,1036,2892,338,https://www.gutenberg.org/ebooks/2892,1882,1950,"Stephens, James",1,"November, 2001",11,November,2001
E300,en,"African American abolitionists -- Biography;Abolitionists -- United States -- Biography;Slaves -- Maryland -- Social conditions -- 19th century;Douglass, Frederick, 1818-1895;Antislavery movements -- United States -- History -- 19th century;Fugitive slaves -- Maryland -- Biography;Plantation life -- Maryland -- History -- 19th century",My Bondage and My Freedom,Text,1034,202,339,https://www.gutenberg.org/ebooks/202,1818,1895,"Douglass, Frederick",1,07/01/08,7,July,2008
G,en,"Oceania -- Discovery and exploration -- Early works to 1800,Voyages around the world -- Early works to 1800","Captain Cook's Journal During His First Voyage Round the World: Made in H. M. Bark ""Endeavour"", 1768-71",Text,1020,8106,340,https://www.gutenberg.org/ebooks/8106,1728,1779,"Cook, James",1,"May, 2005",5,May,2005
"PR,PZ",en,"Great Britain -- History -- 19th century -- Juvenile fiction,Horses -- Juvenile fiction,Historical fiction",Black Beauty,Text,1015,271,341,https://www.gutenberg.org/ebooks/271,1820,1878,"Sewell, Anna",16,01/16/06,1,January,2006
PR,en,"Grief;Wilde, Oscar, 1854-1900;Suffering;Imprisonment",De Profundis,Text,1012,921,342,https://www.gutenberg.org/ebooks/921,1854,1900,"Wilde, Oscar",13,04/13/07,4,April,2007
JC,en,"Natural law,Equality,Political science",A Discourse Upon the Origin and the Foundation of the Inequality Among Mankind,Text,1008,11136,343,https://www.gutenberg.org/ebooks/11136,1712,1778,"Rousseau, Jean-Jacques",17,02/17/04,2,February,2004
PQ,en,"Middle class -- France -- Drama,French drama,Comedies,France -- Social life and customs -- 17th century -- Drama",The Middle-Class Gentleman,Text,1007,2992,344,https://www.gutenberg.org/ebooks/2992,1622,1673,Moliere,1,"October, 2001",10,October,2001
PR,en,"London (England) -- Drama,English drama (Comedy),City and town life -- Drama,Alchemists -- Drama,English drama -- 17th century",The Alchemist,Text,1002,4081,345,https://www.gutenberg.org/ebooks/4081,0,1637,"Jonson, Ben",1,"May, 2003",5,May,2003
PQ,en,"Hugo, Victor, 1802-1885 -- Translations into English;French poetry -- Translations into English",Poems,Text,1002,8775,346,https://www.gutenberg.org/ebooks/8775,1802,1885,"Hugo, Victor",1,"August, 2005",8,August,2005
PR,en,English poetry -- 18th century,The Rape of the Lock and Other Poems,Text,999,9800,347,https://www.gutenberg.org/ebooks/9800,1688,1744,"Pope, Alexander",1,"January, 2006",1,January,2006
"PZ,PA",en,"Aesop's fables -- Translations into English;Fables, Greek -- Translations into English",Aesop's Fables: Translated by George Fyler Townsend,Text,997,21,348,https://www.gutenberg.org/ebooks/21,0,0,Aesop,30,09/30/91,9,September,1991
JK,en,"United States -- Social conditions,Democracy -- United States,United States -- Politics and government",Democracy in America — Volume 2,Text,993,816,349,https://www.gutenberg.org/ebooks/816,1805,1859,"Tocqueville, Alexis de",21,01/21/06,1,January,2006
HV,en,"Deafblind women -- United States -- Biography;Keller, Helen, 1880-1968","The Story of My Life: With her letters (1887-1901) and a supplementary account of her education, including passages from the reports and letters of her teacher, Anne Mansfield Sullivan, by John Albert Macy",Text,989,2397,350,https://www.gutenberg.org/ebooks/2397,1880,1968,"Keller, Helen",1,"November, 2000",11,November,2000
PR,en,Comedies,"She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy",Text,988,383,351,https://www.gutenberg.org/ebooks/383,0,1774,"Goldsmith, Oliver",1,"December, 1995",12,December,1995
PR,en,"Historical fiction;France -- History -- Revolution, 1789-1799 -- Fiction;Nobility -- Fiction;Adventure stories;Blakeney, Percy, Sir (Fictitious character) -- Fiction;British -- France -- Fiction",The Scarlet Pimpernel,Text,988,60,352,https://www.gutenberg.org/ebooks/60,1865,1947,"Orczy, Emmuska Orczy, Baroness",7,03/07/06,3,March,2006
PQ,en,"Prose poems,French poetry -- Translations into English",The Poems and Prose Poems of Charles Baudelaire: with an Introductory Preface by James Huneker,Text,987,36287,353,https://www.gutenberg.org/ebooks/36287,1821,1867,"Baudelaire, Charles",31,05/31/11,5,May,2011
PR,en,Poetry,The Rime of the Ancient Mariner,Text,985,151,354,https://www.gutenberg.org/ebooks/151,1772,1834,"Coleridge, Samuel Taylor",11,03/11/06,3,March,2006
E151,en,"Frontier and pioneer life -- United States,Frontier thesis,United States -- History,United States -- Territorial expansion",The Frontier in American History,Text,985,22994,355,https://www.gutenberg.org/ebooks/22994,1861,1932,"Turner, Frederick Jackson",14,10/14/07,10,October,2007
PS,en,"Ship captains -- Fiction;Whaling ships -- Fiction;Psychological fiction;Whaling -- Fiction;Whales -- Fiction;Mentally ill -- Fiction;Sea stories;Adventure stories;Ahab, Captain (Fictitious character) -- Fiction",Moby Dick,Text,984,15,356,https://www.gutenberg.org/ebooks/15,1819,1891,"Melville, Herman",1,"May, 1991",5,May,1991
PT,de,"Germany -- Fiction,Domestic fiction,Families -- Fiction",Buddenbrooks: Verfall einer Familie,Text,984,34811,357,https://www.gutenberg.org/ebooks/34811,1875,1955,"Mann, Thomas",1,01/01/11,1,January,2011
PS,en,"Older women -- Fiction,Short stories,Space flight -- Fiction,Swindlers and swindling -- Fiction,Science fiction",A Little Journey,Text,984,51171,358,https://www.gutenberg.org/ebooks/51171,1920,2012,"Bradbury, Ray",10,02/10/16,2,February,2016
PR,en,"Married women -- Fiction;Social classes -- Fiction;Satire;Waterloo, Battle of, Waterloo, Belgium, 1815 -- Fiction;England -- Fiction;Female friendship -- Fiction;British -- Europe -- Fiction",Vanity Fair,Text,984,599,359,https://www.gutenberg.org/ebooks/599,1811,1863,"Thackeray, William Makepeace",1,"July, 1996",7,July,1996
,en,,Birds of a Feather,Text,979,51361,360,https://www.gutenberg.org/ebooks/51361,1935,0,"Silverberg, Robert",5,03/05/16,3,March,2016
BP,en,"Yogananda, Paramahansa, 1893-1952;Yogis -- India -- Biography",Autobiography of a Yogi,Text,975,7452,361,https://www.gutenberg.org/ebooks/7452,1893,1952,"Yogananda, Paramahansa",1,"February, 2005",2,February,2005
,en,,Nine Thousand Miles On A Pullman Train: An Account of a Tour of Railroad Conductors From; Philadelphia to the Pacific Coast an Return,Text,969,51341,362,https://www.gutenberg.org/ebooks/51341,0,0,"Shaw, Milton",2,03/02/16,3,March,2016
BF,en,"Psychoanalysis,Dreams",Dream Psychology: Psychoanalysis for Beginners,Text,957,15489,363,https://www.gutenberg.org/ebooks/15489,1856,1939,"Freud, Sigmund",28,03/28/05,3,March,2005
,en,,The Pilot and the Bushman,Text,957,51297,364,https://www.gutenberg.org/ebooks/51297,0,0,"Jacobs, Sylvia",1,03/01/16,3,March,2016
